date,price
15/01/2017,821.19625
16/01/2017,830.74
17/01/2017,848.58125
18/01/2017,890.29375
19/01/2017,888.0625
20/01/2017,896.16375
21/01/2017,920.58875
22/01/2017,934.7775
23/01/2017,920.365
24/01/2017,912.2125
25/01/2017,898.55
26/01/2017,901.05
27/01/2017,912.84375
28/01/2017,919.795
29/01/2017,920.82875
30/01/2017,916.91125
31/01/2017,921.35125
01/02/2017,973.065
02/02/2017,982.8275
03/02/2017,1020.09
04/02/2017,1011.215
05/02/2017,1029.40124
06/02/2017,1019.3125
07/02/2017,1029.40875
08/02/2017,1067.70875
09/02/2017,1072.205
10/02/2017,974.95875
11/02/2017,997.2275
12/02/2017,1004.71375
13/02/2017,1004.85375
14/02/2017,994.58
15/02/2017,1003.59
16/02/2017,1018.41125
17/02/2017,1038.86625
18/02/2017,1058.315
19/02/2017,1052.84375
20/02/2017,1046.66249
21/02/2017,1079.5825
22/02/2017,1112.86375
23/02/2017,1122.515
24/02/2017,1193.501
25/02/2017,1182.429
26/02/2017,1139.848
27/02/2017,1189.366
28/02/2017,1189.94699
01/03/2017,1193.611
02/03/2017,1221.05
03/03/2017,1269.776
04/03/2017,1285.376
05/03/2017,1260.668
06/03/2017,1273.24699
07/03/2017,1280.30499
08/03/2017,1206.357
09/03/2017,1153.06
10/03/2017,1200.557
11/03/2017,1147.625
12/03/2017,1186.351
13/03/2017,1235.553
14/03/2017,1242.806
15/03/2017,1245.892
16/03/2017,1247.67099
17/03/2017,1126.08199
18/03/2017,1062.07
19/03/2017,1000.24599
20/03/2017,1036.226
21/03/2017,1065.481
22/03/2017,1091.333
23/03/2017,1036.099
24/03/2017,1013.844
25/03/2017,921.808
26/03/2017,962.508
27/03/2017,968.293
28/03/2017,1035.32199
29/03/2017,1011.969
30/03/2017,1041.374
31/03/2017,1048.86299
01/04/2017,1077.557
02/04/2017,1082.37
03/04/2017,1140.037
04/04/2017,1148.092
05/04/2017,1139.86
06/04/2017,1150.685
07/04/2017,1177.284
08/04/2017,1196.896
09/04/2017,1187.03299
10/04/2017,1213.801
11/04/2017,1206.74
12/04/2017,1226.896
13/04/2017,1216.269
14/04/2017,1187.136
15/04/2017,1186.10899
16/04/2017,1189.55
17/04/2017,1184.2
18/04/2017,1211.73799
19/04/2017,1218.666
20/04/2017,1227.981
21/04/2017,1261.702
22/04/2017,1255.25125
23/04/2017,1232.7575
24/04/2017,1243.43
25/04/2017,1251.5775
26/04/2017,1269.69625
27/04/2017,1289.7475
28/04/2017,1335.825
29/04/2017,1319.7
30/04/2017,1311.58874
01/05/2017,1370.79
02/05/2017,1416.61
03/05/2017,1448.88625
04/05/2017,1506.7725
05/05/2017,1543.31
06/05/2017,1536.1525
07/05/2017,1554.6025
08/05/2017,1564.065
09/05/2017,1644.72875
10/05/2017,1695.83125
11/05/2017,1748.35375
12/05/2017,1774.52
13/05/2017,1634.6075
14/05/2017,1774.805
15/05/2017,1747.04375
16/05/2017,1665.0325
17/05/2017,1744.44125
18/05/2017,1796.89625
19/05/2017,1913.13875
20/05/2017,1983.97875
21/05/2017,2074.69625
22/05/2017,2114.98875
23/05/2017,2196.66874
24/05/2017,2348.55249
25/05/2017,2581.85375
26/05/2017,2460.95375
27/05/2017,2232.2875
28/05/2017,2234.83374
29/05/2017,2195.785
30/05/2017,2315.73625
31/05/2017,2170.98124
01/06/2017,2402.125
02/06/2017,2477.1725
03/06/2017,2475.2975
04/06/2017,2526.31125
05/06/2017,2605.125
06/06/2017,2855.03
07/06/2017,2900.8525
08/06/2017,2737.9025
09/06/2017,2826.03875
10/06/2017,2846.00625
11/06/2017,2910.33625
12/06/2017,3007.0125
13/06/2017,2697.0775
14/06/2017,2780.1825
15/06/2017,2518.54875
16/06/2017,2438.61749
17/06/2017,2520.78375
18/06/2017,2680.1025
19/06/2017,2611.67999
20/06/2017,2667.5475
21/06/2017,2805.0975
22/06/2017,2702.00375
23/06/2017,2763.29125
24/06/2017,2740.5925
25/06/2017,2598.15875
26/06/2017,2630.59499
27/06/2017,2513.42999
28/06/2017,2556.1675
29/06/2017,2591.2675
30/06/2017,2547.3225
01/07/2017,2479.05499
02/07/2017,2424.69875
03/07/2017,2513.74125
04/07/2017,2640.06125
05/07/2017,2588.67875
06/07/2017,2634.17375
07/07/2017,2598.57
08/07/2017,2514.3625
09/07/2017,2586.0425
10/07/2017,2524.12624
11/07/2017,2352.265
12/07/2017,2292.91375
13/07/2017,2437.55375
14/07/2017,2337.67875
15/07/2017,2109.37375
16/07/2017,2045.5725
17/07/2017,1986.9425
18/07/2017,2189.23999
19/07/2017,2354.8925
20/07/2017,2349.355
21/07/2017,2740.56875
22/07/2017,2738.775
23/07/2017,2831.67875
24/07/2017,2772.3675
25/07/2017,2768.8025
26/07/2017,2540.20874
27/07/2017,2570.195
28/07/2017,2699.72125
29/07/2017,2719.69
30/07/2017,2714.70375
31/07/2017,2718.6175
01/08/2017,2867.65375
02/08/2017,2739.70875
03/08/2017,2740.07125
04/08/2017,2811.71
05/08/2017,3123.41125
06/08/2017,3254.71
07/08/2017,3274.6375
08/08/2017,3474.7625
09/08/2017,3416.185
10/08/2017,3364.41125
11/08/2017,3451.8525
12/08/2017,3705.43
13/08/2017,4104.015
14/08/2017,4036.7575
15/08/2017,4462.67625
16/08/2017,4118.9025
17/08/2017,4322.42125
18/08/2017,4311.685
19/08/2017,4180.23875
20/08/2017,4139.38125
21/08/2017,4110.94125
22/08/2017,3911.27625
23/08/2017,4162.79249
24/08/2017,4178.75625
25/08/2017,4396.03125
26/08/2017,4359.9025
27/08/2017,4381.39625
28/08/2017,4340.46
29/08/2017,4442.6575
30/08/2017,4664.64375
31/08/2017,4676.1425
01/09/2017,4783.17
02/09/2017,4864.285
03/09/2017,4672.56875
04/09/2017,4593.1825
05/09/2017,4160.535
06/09/2017,4517.57
07/09/2017,4543.1025
08/09/2017,4628.6025
09/09/2017,4280.975
10/09/2017,4194.21875
11/09/2017,4307.82625
12/09/2017,4295.76124
13/09/2017,3944.58375
14/09/2017,3817.0575
15/09/2017,3358.10875
16/09/2017,3772.68375
17/09/2017,3608.595
18/09/2017,3764.6175
19/09/2017,3976.3875
20/09/2017,3863.18625
21/09/2017,3827.685
22/09/2017,3690.99125
23/09/2017,3612.1625
24/09/2017,3772.8475
25/09/2017,3753.435
26/09/2017,3920.99125
27/09/2017,3939.515
28/09/2017,4220.28
29/09/2017,4062.20375
30/09/2017,4207.825
01/10/2017,4300.55125
02/10/2017,4414.1775
03/10/2017,4424.4725
04/10/2017,4307.555
05/10/2017,4186.78374
06/10/2017,4325.23625
07/10/2017,4370.16875
08/10/2017,4446.17249
09/10/2017,4624.34875
10/10/2017,4789.30125
11/10/2017,4741.70875
12/10/2017,4858.60499
13/10/2017,5728.5475
14/10/2017,5666.97875
15/10/2017,5779.07375
16/10/2017,5607.01
17/10/2017,5643.55375
18/10/2017,5495.03875
19/10/2017,5627.08625
20/10/2017,5686.52625
21/10/2017,6098.115
22/10/2017,5949.07875
23/10/2017,5969.795
24/10/2017,5649.005
25/10/2017,5550.85875
26/10/2017,5776.87875
27/10/2017,5923.70625
28/10/2017,5737.1025
29/10/2017,5741.7225
30/10/2017,6151.325
31/10/2017,6130.56375
01/11/2017,6424.515
02/11/2017,6879.365
03/11/2017,7199.2375
04/11/2017,7210.46875
05/11/2017,7376.7425
06/11/2017,7231.93
07/11/2017,7123.89375
08/11/2017,7356.50625
09/11/2017,7342.82375
10/11/2017,7250.77
11/11/2017,6773.695
12/11/2017,6075.30125
13/11/2017,5969.13
14/11/2017,6666.27125
15/11/2017,6867.42625
16/11/2017,7259.3
17/11/2017,7924.1825
18/11/2017,7598.2775
19/11/2017,7787.45625
20/11/2017,7954.7675
21/11/2017,7879.06
22/11/2017,8150.6325
23/11/2017,8208.75375
24/11/2017,8094.445
25/11/2017,8190.87125
26/11/2017,8851.305
27/11/2017,9573.9675
28/11/2017,9713.09625
29/11/2017,10295.6225
30/11/2017,10542.6625
01/12/2017,9706.10375
02/12/2017,10923.20125
03/12/2017,10973.54375
04/12/2017,11382.20875
05/12/2017,11597.23125
06/12/2017,12230.365
07/12/2017,13734.52
08/12/2017,16403.42125
09/12/2017,15732.1
10/12/2017,13152.52875
11/12/2017,16299.2975
12/12/2017,16374.8975
13/12/2017,16678.28749
14/12/2017,16246.13875
15/12/2017,17221.65125
16/12/2017,17436.5975
17/12/2017,19166.97874
18/12/2017,18640.2625
19/12/2017,18984.7675
20/12/2017,16862.57125
21/12/2017,16925.0175
22/12/2017,14182.46499
23/12/2017,14694.5825
24/12/2017,14103.21875
25/12/2017,13387.34875
26/12/2017,14652.3675
27/12/2017,15846.07375
28/12/2017,14362.40375
29/12/2017,14867.5725
30/12/2017,13643.695
31/12/2017,13062.145
01/01/2018,13439.4175
02/01/2018,13337.62125
03/01/2018,14881.545
04/01/2018,15104.45
05/01/2018,14953.8525
06/01/2018,16576.69625
07/01/2018,16735.10625
08/01/2018,15632.41125
09/01/2018,15242.93625
10/01/2018,14122.825
11/01/2018,13269.5975
12/01/2018,13633.36375
13/01/2018,14165.90625
14/01/2018,14217.3625
15/01/2018,13519.92625
16/01/2018,12915.11625
17/01/2018,10870.16875
18/01/2018,11340.65
19/01/2018,11137.36875
20/01/2018,11742.94125
21/01/2018,12486.06625
22/01/2018,11508.62
23/01/2018,10872.9025
24/01/2018,10830.9275
25/01/2018,11629.375
26/01/2018,11524.345
27/01/2018,11005.615
28/01/2018,11452.23
29/01/2018,11412.79375
30/01/2018,10917.15125
31/01/2018,9914.4725
01/02/2018,9970.30875
02/02/2018,8715.59499
03/02/2018,8285.50124
04/02/2018,9192.045
05/02/2018,8136.39
06/02/2018,6332.37
07/02/2018,7270.5075
08/02/2018,7987.28125
09/02/2018,8086.7725
10/02/2018,8930.13875
11/02/2018,8045.44
12/02/2018,8478.92499
13/02/2018,8766.8525
14/02/2018,8693.2525
15/02/2018,9659.2875
16/02/2018,10110.83875
17/02/2018,10474.77125
18/02/2018,10855.9375
19/02/2018,10537.00625
20/02/2018,11416.03875
21/02/2018,10928.02
22/02/2018,10727.9525
23/02/2018,9809.72125
24/02/2018,10412.36875
25/02/2018,9585.285
26/02/2018,9627.71625
27/02/2018,10272.9025
28/02/2018,10903.01875
01/03/2018,10352.04625
02/03/2018,11100.2925
03/03/2018,11305.1225
04/03/2018,11171.8175
05/03/2018,11558.475
06/03/2018,11246.7475
07/03/2018,10735.88625
08/03/2018,9552.75875
09/03/2018,8980.19249
10/03/2018,9251.2925
11/03/2018,8680.6075
12/03/2018,9433.47374
13/03/2018,9047.5125
14/03/2018,9260.70875
15/03/2018,7895.98875
16/03/2018,8039.6025
17/03/2018,8206.555
18/03/2018,7667.99
19/03/2018,8189.49125
20/03/2018,8597.3375
21/03/2018,9028.2975
22/03/2018,9023.7175
23/03/2018,8411.6525
24/03/2018,8881.98625
25/03/2018,8548.8125
26/03/2018,8429.33124
27/03/2018,7854.6375
28/03/2018,7863.255
29/03/2018,7866.36
30/03/2018,6861.325
31/03/2018,6970.36375
01/04/2018,6926.875
02/04/2018,6986.835
03/04/2018,7182.12
04/04/2018,7295.89
05/04/2018,6769.48375
06/04/2018,6766.5925
07/04/2018,6854.92125
08/04/2018,6964.4325
09/04/2018,7125.53875
10/04/2018,6789.2675
11/04/2018,6824.49375
12/04/2018,6941.63875
13/04/2018,7823.55875
14/04/2018,8040.88125
15/04/2018,8083.57375
16/04/2018,8160.4125
17/04/2018,8030.57
18/04/2018,7937.61
19/04/2018,8188.71875
20/04/2018,8333.81374
21/04/2018,8866.67
22/04/2018,8830.05875
23/04/2018,8868.16124
24/04/2018,9191.82
25/04/2018,9373.3025
26/04/2018,8807.515
27/04/2018,9153.64125
28/04/2018,9144.38375
29/04/2018,9444.1425
30/04/2018,9268.7175
01/05/2018,8949.87624
02/05/2018,9029.47875
03/05/2018,9228.8525
04/05/2018,9572.69875
05/05/2018,9817.5975
06/05/2018,9845.54375
07/05/2018,9326.76125
08/05/2018,9424.99124
09/05/2018,9039.02875
10/05/2018,9327.04999
11/05/2018,8920.25625
12/05/2018,8408.35875
13/05/2018,8442.23875
14/05/2018,8398.86249
15/05/2018,8711.38875
16/05/2018,8159.25625
17/05/2018,8360.22875
18/05/2018,7996.82125
19/05/2018,8237.3425
20/05/2018,8250.395
21/05/2018,8493.13125
22/05/2018,8324.025
23/05/2018,7951.51375
24/05/2018,7614.96375
25/05/2018,7599.9525
26/05/2018,7436.835
27/05/2018,7296.79625
28/05/2018,7383.2175
29/05/2018,7118.42375
30/05/2018,7491.61125
31/05/2018,7363.27625
01/06/2018,7490.62125
02/06/2018,7518.333329
03/06/2018,7630.403388
04/06/2018,7505.589277
05/06/2018,7624.187971
07/06/2018,7658.57
08/06/2018,7684.93
09/06/2018,7618.11
10/06/2018,7495.1
11/06/2018,6770.31
12/06/2018,6780.340803
13/06/2018,6321.655965
15/06/2018,6601.324158
16/06/2018,6397.44117
17/06/2018,6529.544015
18/06/2018,6482.868697
19/06/2018,6711.64967
20/06/2018,6731.710147
21/06/2018,6729.925937
23/06/2018,6099.445277
24/06/2018,6198.700824
25/06/2018,6142.39257
26/06/2018,6244.328455
27/06/2018,6148.422705
28/06/2018,6140.1915
29/06/2018,5954.526582
30/06/2018,6189.309252
01/07/2018,6373.277854
03/07/2018,6629.749595
04/07/2018,6589.632793
06/07/2018,6538.682432
07/07/2018,6570.427592
08/07/2018,6744.988679
09/07/2018,6694.530851
11/07/2018,6360.446668
13/07/2018,6144.810118
14/07/2018,6254.678129
16/07/2018,6671.625919
18/07/2018,7315.55104
19/07/2018,7484.63967
21/07/2018,7357.445677
22/07/2018,7424.734238
23/07/2018,7411.200525
24/07/2018,7730.24748
25/07/2018,8325.801534
26/07/2018,8271.59792
27/07/2018,7925.247396
28/07/2018,8184.695535
30/07/2018,8166.38836
01/08/2018,7700.834129
02/08/2018,7588.58618
03/08/2018,7423.074378
05/08/2018,7396.041122
06/08/2018,7402.336634
08/08/2018,6748.441484
09/08/2018,6460.153155
10/08/2018,6482.973449
11/08/2018,6092.533104
12/08/2018,6338.738957
13/08/2018,6260.192995
14/08/2018,6123.447601
15/08/2018,6332.6069
17/08/2018,6273.88807
18/08/2018,6396.946369
19/08/2018,6516.668382
20/08/2018,6299.395333
22/08/2018,6355.881809
23/08/2018,6503.832362
24/08/2018,6675.360683
25/08/2018,6725.032327
26/08/2018,6689.822683
28/08/2018,7084.293617
29/08/2018,7059.231235
31/08/2018,7028.447312
01/09/2018,7198.058436
02/09/2018,7282.858514
03/09/2018,7260.251593
04/09/2018,7361.271864
05/09/2018,6913.115013
07/09/2018,6400.268706
08/09/2018,6181.744207
09/09/2018,6253.937201
11/09/2018,6275.083132
12/09/2018,6275.669588
13/09/2018,6283.1842
15/09/2018,6285.982466
16/09/2018,6281.409356
18/09/2018,6273.220083
19/09/2018,6282.610727
21/09/2018,6288.07017
22/09/2018,6317.699685
23/09/2018,6293.836421
24/09/2018,6289.621327
25/09/2018,6466.994564
26/09/2018,6391.385981
27/09/2018,6509.776621
28/09/2018,6698.416047
29/09/2018,6502.688151
30/09/2018,6576.61432
01/10/2018,6647.387947
02/10/2018,6603.754342
03/10/2018,6481.24577
04/10/2018,6594.935786
06/10/2018,6595.260326
08/10/2018,6662.8685
09/10/2018,6663.021071
11/10/2018,6619.495845
12/10/2018,6285.859203
13/10/2018,6309.198921
14/10/2018,6361.417016
15/10/2018,6721.587503
17/10/2018,6724.833078
18/10/2018,6374.648863
20/10/2018,6407.479085
22/10/2018,6412.530491
23/10/2018,6396.880154
24/10/2018,6407.667175
25/10/2018,6405.500726
27/10/2018,6392.179337
28/10/2018,6429.687141
29/10/2018,6266.189683
30/10/2018,6276.4645
31/10/2018,6321.713671
01/11/2018,6341.094813
02/11/2018,6360.141272
03/11/2018,6344.738943
04/11/2018,6405.139755
05/11/2018,6396.352124
06/11/2018,6425.917802
07/11/2018,6514.489453
08/11/2018,6412.524289
09/11/2018,6343.632504
10/11/2018,6365.655232
11/11/2018,6327.480646
12/11/2018,6327.154696
13/11/2018,6282.438677
14/11/2018,5524.801093
15/11/2018,5511.152834
16/11/2018,5448.600634
17/11/2018,5497.411279
18/11/2018,5553.014895
19/11/2018,4800.342897
20/11/2018,4246.312774
21/11/2018,4478.299558
22/11/2018,4405.744031
23/11/2018,4329.91722
24/11/2018,3728.872648
25/11/2018,3951.205029
26/11/2018,3640.557165
27/11/2018,3792.192364
28/11/2018,4174.319972
29/11/2018,4218.608363
30/11/2018,3952.447895
01/12/2018,4178.603828
02/12/2018,4118.518242
03/12/2018,3847.032737
04/12/2018,3889.29212
05/12/2018,3713.573383
06/12/2018,3578.206624
07/12/2018,3391.874146
08/12/2018,3452.616185
09/12/2018,3507.306367
10/12/2018,3419.733768
11/12/2018,3360.946628
12/12/2018,3414.833749
13/12/2018,3263.547913
14/12/2018,3212.207081
15/12/2018,3194.962272
16/12/2018,3200.642468
17/12/2018,3478.461203
18/12/2018,3562.894946
19/12/2018,3709.316759
20/12/2018,4065.799953
21/12/2018,3824.739794
22/12/2018,3862.726329
23/12/2018,3949.794342
24/12/2018,4054.29626
25/12/2018,3767.350024
26/12/2018,3807.153022
27/12/2018,3587.198223
28/12/2018,3865.5293
29/12/2018,3725.48
30/12/2018,3832.4
31/12/2018,3689.56462
01/01/2019,3715.564441
02/01/2019,3882.304754
03/01/2019,3795.592741
04/01/2019,3812.381108
05/01/2019,3809.914343
06/01/2019,4014.133187
07/01/2019,3989.631741
08/01/2019,3992.986144
09/01/2019,3995.325193
10/01/2019,3617.346291
11/01/2019,3606.16489
12/01/2019,3611.528238
13/01/2019,3497.669392
14/01/2019,3654.347067
15/01/2019,3568.751259
16/01/2019,3593.72174
17/01/2019,3623.717337
18/01/2019,3605.855187
19/01/2019,3690.908564
20/01/2019,3544.221724
21/01/2019,3528.463529
22/01/2019,3581.551947
23/01/2019,3549.770799
24/01/2019,3562.920476
25/01/2019,3566.666164
26/01/2019,3563.27801
27/01/2019,3539.620947
28/01/2019,3425.262161
29/01/2019,3395.018645
30/01/2019,3441.032215
31/01/2019,3420.633227
01/02/2019,3439.805699
02/02/2019,3433.035285
03/02/2019,3404.499313
04/02/2019,3412.230431
05/02/2019,3419.767899
06/02/2019,3367.519032
07/02/2019,3360.534076
08/02/2019,3591.022152
09/02/2019,3617.46468
10/02/2019,3621.154003
11/02/2019,3593.183177
12/02/2019,3579.341881
13/02/2019,3569.554833
14/02/2019,3558.396858
15/02/2019,3566.247765
16/02/2019,3596.405191
17/02/2019,3606.151988
18/02/2019,3865.318165
19/02/2019,3904.48292
20/02/2019,3924.739844
21/02/2019,3889.758485
22/02/2019,3933.60759
23/02/2019,4105.112759
24/02/2019,3763.620516
25/02/2019,3819.865341
26/02/2019,3797.58179
27/02/2019,3772.936335
28/02/2019,3799.678543
01/03/2019,3811.611979
02/03/2019,3804.41917
03/03/2019,3782.664101
04/03/2019,3689.862893
05/03/2019,3832.080885
06/03/2019,3848.95637
07/03/2019,3859.839983
08/03/2019,3828.371904
09/03/2019,3898.86846
10/03/2019,3899.655869
11/03/2019,3851.24919
12/03/2019,3866.295946
13/03/2019,3846.274442
14/03/2019,3855.744363
15/03/2019,3892.052301
16/03/2019,3985.851236
17/03/2019,3970.389045
18/03/2019,3974.415764
19/03/2019,3996.037131
20/03/2019,4027.787395
21/03/2019,3974.811429
22/03/2019,3987.305225
23/03/2019,3977.707443
24/03/2019,3968.438701
25/03/2019,3913.781717
26/03/2019,3915.37532
27/03/2019,4018.59051
28/03/2019,4008.370872
29/03/2019,4080.260114
30/03/2019,4081.221605
01/04/2019,4094.704791
02/04/2019,4135.18494
03/04/2019,4818.770635
04/04/2019,5102.150753
05/04/2019,4875.599431
06/04/2019,5030.933271
07/04/2019,5028.321082
08/04/2019,5198.17317
09/04/2019,5260.205043
10/04/2019,5179.997649
11/04/2019,5283.543758
12/04/2019,5049.605824
13/04/2019,5077.515864
14/04/2019,5066.86704
15/04/2019,5158.387401
16/04/2019,5045.675166
17/04/2019,5184.204468
18/04/2019,5220.959934
19/04/2019,5276.558982
20/04/2019,5266.661246
21/04/2019,5292.14833
22/04/2019,5276.558318
23/04/2019,5398.433417
24/04/2019,5552.521911
25/04/2019,5432.991017
26/04/2019,5132.227526
27/04/2019,5151.574528
28/04/2019,5200.193239
29/04/2019,5152.54574
30/04/2019,5151.4335
01/05/2019,5277.444469
02/05/2019,5297.942492
03/05/2019,5405.878067
04/05/2019,5697.679054
05/05/2019,5812.331779
06/05/2019,5713.035052
07/05/2019,5706.008421
08/05/2019,5899.529693
09/05/2019,5932.441391
10/05/2019,6159.685902
11/05/2019,6387.82945
12/05/2019,7254.805536
13/05/2019,6992.706661
14/05/2019,7906.940835
15/05/2019,7928.417416
16/05/2019,8177.453519
17/05/2019,7820.076243
18/05/2019,7243.650539
19/05/2019,7295.649729
20/05/2019,8221.259395
21/05/2019,7917.012499
22/05/2019,7961.128743
23/05/2019,7723.90388
24/05/2019,7903.84691
25/05/2019,8038.506791
26/05/2019,8089.570163
27/05/2019,8653.142368
28/05/2019,8800.346606
29/05/2019,8719.331485
30/05/2019,8672.400107
31/05/2019,8287.040256
01/06/2019,8513.203882
02/06/2019,8588.479505
03/06/2019,8744.265561
04/06/2019,8474.048229
05/06/2019,7645.572514
06/06/2019,7790.321135
07/06/2019,7730.881726
08/06/2019,8030.256079
09/06/2019,7949.425799
10/06/2019,7600.922492
11/06/2019,7954.006238
12/06/2019,7903.62525
13/06/2019,8151.78868
14/06/2019,8256.720099
15/06/2019,8667.787954
16/06/2019,8836.168413
17/06/2019,9061.540461
18/06/2019,9346.975087
19/06/2019,9012.48785
20/06/2019,9259.123638
21/06/2019,9559.900689
22/06/2019,9906.407965
23/06/2019,10461.41217
24/06/2019,10843.57097
25/06/2019,10996.45975
26/06/2019,11665.40968
27/06/2019,12444.92586
28/06/2019,11086.26883
29/06/2019,12316.95301
30/06/2019,12024.08097
01/07/2019,10932.31051
02/07/2019,10454.68382
03/07/2019,10800.13014
04/07/2019,11942.24022
05/07/2019,11645.52461
06/07/2019,10946.20905
07/07/2019,11219.046
08/07/2019,11422.11447
09/07/2019,12335.99939
10/07/2019,12575.90407
11/07/2019,12054.18379
12/07/2019,11324.1447
13/07/2019,11802.95996
14/07/2019,11279.60274
15/07/2019,10506.39583
16/07/2019,10934.48274
17/07/2019,9490.410516
18/07/2019,9733.132134
19/07/2019,10603.34887
20/07/2019,10466.26094
21/07/2019,10983.216
22/07/2019,10551.13163
23/07/2019,10285.63923
24/07/2019,10027.53261
25/07/2019,9771.504761
26/07/2019,9897.429352
27/07/2019,9812.226351
28/07/2019,9440.140037
29/07/2019,9495.855261
30/07/2019,9506.704273
31/07/2019,9572.735372
01/08/2019,10005.29447
02/08/2019,10385.20061
03/08/2019,10513.91147
04/08/2019,10831.25986
05/08/2019,10985.80754
06/08/2019,11811.78705
07/08/2019,11310.18722
08/08/2019,11956.04722
09/08/2019,11817.45548
10/08/2019,11827.57457
11/08/2019,11278.28125
12/08/2019,11485.36578
13/08/2019,11391.96865
14/08/2019,10869.37911
15/08/2019,10211.49858
16/08/2019,10386.53955
17/08/2019,10388.45059
18/08/2019,10212.10144
19/08/2019,10335.37284
20/08/2019,10774.81031
21/08/2019,10818.50701
22/08/2019,10064.91679
23/08/2019,10161.16475
24/08/2019,10364.28135
25/08/2019,10171.49746
26/08/2019,10068.92242
27/08/2019,10312.21504
28/08/2019,10122.19653
29/08/2019,9743.162051
30/08/2019,9487.976434
31/08/2019,9590.736337
01/09/2019,9624.983911
02/09/2019,9780.667897
03/09/2019,10381.85596
04/09/2019,10691.3113
05/09/2019,10555.0469
06/09/2019,10576.31789
07/09/2019,10334.02389
08/09/2019,10495.22736
09/09/2019,10402.79653
10/09/2019,10332.94219
11/09/2019,10082.94683
12/09/2019,10152.75298
13/09/2019,10396.7672
14/09/2019,10299.47696
15/09/2019,10351.23202
16/09/2019,10302.19071
17/09/2019,10301.65965
18/09/2019,10231.42151
19/09/2019,10168.28771
20/09/2019,10223.50558
21/09/2019,10138.33521
22/09/2019,9984.520516
23/09/2019,10031.86671
24/09/2019,9719.718696
25/09/2019,8688.973526
26/09/2019,8438.708552
27/09/2019,8103.2109
28/09/2019,8195.210697
29/09/2019,8146.414032
30/09/2019,8085.71329
01/10/2019,8241.34147
02/10/2019,8333.68919
03/10/2019,8273.464018
04/10/2019,8203.843833
05/10/2019,8163.902638
06/10/2019,8137.146689
07/10/2019,7853.693305
08/10/2019,8236.208379
09/10/2019,8201.637818
10/10/2019,8572.380812
11/10/2019,8582.144518
12/10/2019,8320.171581
13/10/2019,8328.60426
14/10/2019,8282.177326
15/10/2019,8337.818999
16/10/2019,8162.44
17/10/2019,8003.820395
18/10/2019,8058.058081
19/10/2019,7970.239476
20/10/2019,7943.347107
21/10/2019,8200.318763
22/10/2019,8200.246099
23/10/2019,8073.409544
24/10/2019,7420.415836
25/10/2019,7460.617416
26/10/2019,8591.223897
27/10/2019,9578.367556
28/10/2019,9458.22336
29/10/2019,9455.724693
30/10/2019,9225.995479
31/10/2019,9131.41063
01/11/2019,9197.632345
02/11/2019,9290.896602
03/11/2019,9202.415451
04/11/2019,9369.628081
05/11/2019,9326.599624
06/11/2019,9335.752402
07/11/2019,9226.485821
08/11/2019,8794.358645
09/11/2019,8798.042055
10/11/2019,9081.186878
11/11/2019,8711.534339
12/11/2019,8760.892718
13/11/2019,8749.520591
14/11/2019,8656.970922
15/11/2019,8500.643558
16/11/2019,8469.260899
17/11/2019,8537.339652
18/11/2019,8205.806366
19/11/2019,8118.488536
20/11/2019,8074.843174
21/11/2019,7612.740574
22/11/2019,7262.110535
23/11/2019,7303.405759
24/11/2019,7041.732936
25/11/2019,7211.861809
26/11/2019,7141.069449
27/11/2019,7523.480673
28/11/2019,7390.207469
29/11/2019,7729.265939
30/11/2019,7542.235609
01/12/2019,7381.963008
02/12/2019,7333.43293
03/12/2019,7315.367765
04/12/2019,7213.733762
05/12/2019,7398.78705
06/12/2019,7511.880583
07/12/2019,7532.123513
08/12/2019,7550.2392
09/12/2019,7333.096043
10/12/2019,7239.762575
11/12/2019,7198.066677
12/12/2019,7190.272369
13/12/2019,7238.874323
14/12/2019,7087.024985
15/12/2019,7112.731476
16/12/2019,6883.496394
17/12/2019,6584.028843
18/12/2019,7424.0154
19/12/2019,7147.568324
20/12/2019,7139.933371
21/12/2019,7286.335081
22/12/2019,7236.986205
23/12/2019,7166.172379
24/12/2019,7235.62665
25/12/2019,7212.809395
26/12/2019,7183.706536
27/12/2019,7227.293712
28/12/2019,7311.560644
29/12/2019,7385.464848
30/12/2019,7251.276794
31/12/2019,7179.957819
01/01/2020,7174.744012
02/01/2020,6955.48758
03/01/2020,7291.219505
04/01/2020,7337.63667
05/01/2020,7347.433264
06/01/2020,7713.860754
07/01/2020,8039.603701
08/01/2020,8067.606369
09/01/2020,7808.701364
10/01/2020,8087.452885
11/01/2020,8078.993532
12/01/2020,8149.313717
13/01/2020,8116.961008
14/01/2020,8735.142439
15/01/2020,8843.675732
16/01/2020,8711.637578
17/01/2020,8925.299028
18/01/2020,8939.8643
19/01/2020,8638.18144
20/01/2020,8652.683763
21/01/2020,8708.786013
22/01/2020,8635.074357
23/01/2020,8384.088777
24/01/2020,8451.232296
25/01/2020,8347.567505
26/01/2020,8562.30747
27/01/2020,8881.962391
28/01/2020,9131.114988
29/01/2020,9320.978406
30/01/2020,9545.077957
31/01/2020,9388.880752
01/02/2020,9363.193383
02/02/2020,9385.260386
03/02/2020,9269.707035
04/02/2020,9177.894637
05/02/2020,9625.456637
06/02/2020,9681.377411
07/02/2020,9795.344066
08/02/2020,9927.778256
09/02/2020,10132.7065
